Log file open, 04/08/15 00:11:28
LogInit:Display: Running engine for game: Mayhem3d
LogInit: Version: 4.7.2-2467323+++depot+UE4-Releases+4.7
LogInit: API Version: 2455222
LogInit: Compiled (64-bit): Mar  2 2015 23:16:34
[2015.04.07-12.16.36:830][750]LogEditorViewport: Clicking Background
[2015.04.07-12.16.38:242][830]BlueprintLog: New page: Pre-PIE auto-recompile
[2015.04.07-12.16.38:242][830]LogPlayLevel: [PIE] Compiling MainMenu before PIE...
[2015.04.07-12.16.38:279][830]LogActorComponent: UnregisterComponent: (/Engine/Transient.ProjectileMovementComponent_0) Not registered. Aborting.
[2015.04.07-12.16.38:279][830]LogActorComponent: UnregisterComponent: (/Engine/Transient.ProjectileMovementComponent_3) Not registered. Aborting.
[2015.04.07-12.16.38:279][830]LogActorComponent: UnregisterComponent: (/Engine/Transient.ProjectileMovementComponent_4) Not registered. Aborting.
[2015.04.07-12.16.38:279][830]LogActorComponent: UnregisterComponent: (/Engine/Transient.CharMoveComp) Not registered. Aborting.
[2015.04.07-12.16.38:279][830]LogActorComponent: UnregisterComponent: (/Engine/Transient.AbilityController_0) Not registered. Aborting.
[2015.04.07-12.16.38:294][830]LogPlayLevel: PIE:  Blueprint regeneration took 52 ms (1 blueprints)
[2015.04.07-12.16.38:294][830]PIE: New page: PIE session: MainMenu (Apr 8, 2015, 12:16:38 PM)
[2015.04.07-12.16.38:297][830]LogPlayLevel: PIE: StaticDuplicateObject took: (0.002803s)
[2015.04.07-12.16.38:298][830]LogPlayLevel: PIE: World Init took: (0.000371s)
[2015.04.07-12.16.38:298][830]LogPlayLevel: PIE: Created PIE world by copying editor world from /Game/Maps/MainMenu.MainMenu to /Game/Maps/UEDPIE_0_MainMenu.MainMenu (0.003302s)
[2015.04.07-12.16.38:343][830]LogWorld: Game class is 'GameMode'
[2015.04.07-12.16.38:346][830]LogAIModule: Creating AISystem for world MainMenu
[2015.04.07-12.16.38:346][830]LogWorld: Bringing World /Game/Maps/UEDPIE_0_MainMenu.MainMenu up for play (max tick rate 60) at 2015.04.08-00.16.38
[2015.04.07-12.16.38:347][830]LogWorld: Bringing up level for play took: 0.000836
[2015.04.07-12.16.38:351][830]PIE: Info Play in editor start time for /Game/Maps/UEDPIE_0_MainMenu 0.563
[2015.04.07-12.16.39:811][912]LogParticles: Destroying 0 GPU particle simulations for FXSystem 0x00000077D212C680
[2015.04.07-12.16.50:255][508]LogSlate:Warning: Prevented a slow task dialog from being summoned while a context menu was open
[2015.04.07-12.16.57:634][907]LogEditorViewport: Clicking Background
[2015.04.07-12.16.58:609][959]LogActorComponent: UnregisterComponent: (/Engine/Transient.ProjectileMovementComponent_0) Not registered. Aborting.
[2015.04.07-12.16.58:609][959]LogActorComponent: UnregisterComponent: (/Engine/Transient.ProjectileMovementComponent_5) Not registered. Aborting.
[2015.04.07-12.16.58:609][959]LogActorComponent: UnregisterComponent: (/Engine/Transient.ProjectileMovementComponent_6) Not registered. Aborting.
[2015.04.07-12.16.58:609][959]LogActorComponent: UnregisterComponent: (/Engine/Transient.CharMoveComp) Not registered. Aborting.
[2015.04.07-12.16.58:609][959]LogActorComponent: UnregisterComponent: (/Engine/Transient.AbilityController_0) Not registered. Aborting.
[2015.04.07-12.16.58:626][959]Cmd: MAP LOAD FILE="../../../../../../Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Maps/Lobby.umap" TEMPLATE=0 SHOWPROGRESS=1 FEATURELEVEL=3
[2015.04.07-12.16.58:626][959]LightingResults: New page: Lighting Build
[2015.04.07-12.16.58:648][959]LoadErrors: New page: Loading map: Lobby.umap
[2015.04.07-12.16.58:648][959]MapCheck: New page: Map Check
[2015.04.07-12.16.58:648][959]LightingResults: New page: Lighting Build
[2015.04.07-12.16.58:658][959]LogParticles: Destroying 0 GPU particle simulations for FXSystem 0x00000077CFB42AC0
[2015.04.07-12.16.58:665][959]LogEditorServer: Finished looking for orphan Actors (0.000 secs)
[2015.04.07-12.16.58:665][959]LogAIModule: Creating AISystem for world Lobby
[2015.04.07-12.16.58:689][959]Cmd: MAP CHECKDEP
[2015.04.07-12.16.58:689][959]MapCheck: New page: Lobby - Apr 8, 2015, 12:16:58 PM
[2015.04.07-12.16.58:798][959]MapCheck: Info Map check complete: 0 Error(s), 0 Warning(s), took 109.006ms to complete.
[2015.04.07-12.16.58:798][959]LogFileHelpers: Loading map 'Lobby' took 0.174
[2015.04.07-12.17.05:555][322]LogPlayLevel: PIE:  No blueprints needed recompiling
[2015.04.07-12.17.05:555][322]PIE: New page: PIE session: Lobby (Apr 8, 2015, 12:17:05 PM)
[2015.04.07-12.17.05:556][322]LogPlayLevel: PIE: StaticDuplicateObject took: (0.000310s)
[2015.04.07-12.17.05:556][322]LogPlayLevel: PIE: World Init took: (0.000385s)
[2015.04.07-12.17.05:557][322]LogPlayLevel: PIE: Created PIE world by copying editor world from /Game/Maps/Lobby.Lobby to /Game/Maps/UEDPIE_0_Lobby.Lobby (0.000822s)
[2015.04.07-12.17.05:591][322]LogWorld: Game class is 'GameMode'
[2015.04.07-12.17.05:593][322]LogAIModule: Creating AISystem for world Lobby
[2015.04.07-12.17.05:593][322]LogWorld: Bringing World /Game/Maps/UEDPIE_0_Lobby.Lobby up for play (max tick rate 60) at 2015.04.08-00.17.05
[2015.04.07-12.17.05:594][322]LogWorld: Bringing up level for play took: 0.000804
[2015.04.07-12.17.05:596][322]PIE: Info Play in editor start time for /Game/Maps/UEDPIE_0_Lobby -0.191
[2015.04.07-12.17.08:554][489]LogParticles: Destroying 0 GPU particle simulations for FXSystem 0x00000077D38B4E00
[2015.04.07-12.17.15:274][862]LogEditorViewport: Clicking Background
[2015.04.07-12.17.22:976][260]LogLinker:Warning: Asset '../../../../../../Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Maps/MainMenu.umap' has been saved with empty engine version. The asset will be loaded but may be incompatible.
[2015.04.07-12.17.23:018][260]LogActorComponent: UnregisterComponent: (/Engine/Transient.ProjectileMovementComponent_0) Not registered. Aborting.
[2015.04.07-12.17.23:018][260]LogActorComponent: UnregisterComponent: (/Engine/Transient.ProjectileMovementComponent_7) Not registered. Aborting.
[2015.04.07-12.17.23:018][260]LogActorComponent: UnregisterComponent: (/Engine/Transient.ProjectileMovementComponent_8) Not registered. Aborting.
[2015.04.07-12.17.23:018][260]LogActorComponent: UnregisterComponent: (/Engine/Transient.CharMoveComp) Not registered. Aborting.
[2015.04.07-12.17.23:019][260]LogActorComponent: UnregisterComponent: (/Engine/Transient.AbilityController_0) Not registered. Aborting.
[2015.04.07-12.17.24:517][260]Cmd: OBJ SAVEPACKAGE PACKAGE="/Game/Maps/Lobby" FILE="../../../../../../Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Maps/Lobby.umap" SILENT=true AUTOSAVING=false KEEPDIRTY=false
[2015.04.07-12.17.24:586][260]LogSavePackage: Save=46.759506ms
[2015.04.07-12.17.24:586][260]LogSavePackage: Moving '../../../../../../Users/Mike/Desktop/prototype 3/Mayhem3d/Saved/Lobby89CF98AF480D1761EA54B9BB1EDDBB3F.tmp' to '../../../../../../Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Maps/Lobby.umap'
[2015.04.07-12.17.24:613][260]LogFileHelpers: Saving map 'Lobby' took 0.217
[2015.04.07-12.17.24:615][260]Cmd: MAP LOAD FILE="../../../../../../Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Maps/MainMenu.umap" TEMPLATE=0 SHOWPROGRESS=1 FEATURELEVEL=3
[2015.04.07-12.17.24:615][260]LightingResults: New page: Lighting Build
[2015.04.07-12.17.24:643][260]LoadErrors: New page: Loading map: MainMenu.umap
[2015.04.07-12.17.24:664][260]MapCheck: New page: Map Check
[2015.04.07-12.17.24:664][260]LightingResults: New page: Lighting Build
[2015.04.07-12.17.24:680][260]LogParticles: Destroying 0 GPU particle simulations for FXSystem 0x00000077D9A4B560
[2015.04.07-12.17.24:680][260]LogParticles: Destroying 0 GPU particle simulations for FXSystem 0x00000077D4B0D300
[2015.04.07-12.17.24:688][260]LogEditorServer: Finished looking for orphan Actors (0.000 secs)
[2015.04.07-12.17.24:688][260]LogAIModule: Creating AISystem for world MainMenu
[2015.04.07-12.17.24:712][260]Cmd: MAP CHECKDEP
[2015.04.07-12.17.24:712][260]MapCheck: New page: MainMenu - Apr 8, 2015, 12:17:24 PM
[2015.04.07-12.17.24:828][260]MapCheck: Info Map check complete: 0 Error(s), 0 Warning(s), took 116.141ms to complete.
[2015.04.07-12.17.24:857][260]LogFileHelpers: Loading map 'MainMenu' took 0.244
[2015.04.07-12.17.33:246][726]LogEditorViewport: Clicking Background
[2015.04.07-12.17.33:993][762]LogActorComponent: UnregisterComponent: (/Engine/Transient.ProjectileMovementComponent_0) Not registered. Aborting.
[2015.04.07-12.17.33:993][762]LogActorComponent: UnregisterComponent: (/Engine/Transient.ProjectileMovementComponent_9) Not registered. Aborting.
[2015.04.07-12.17.33:993][762]LogActorComponent: UnregisterComponent: (/Engine/Transient.ProjectileMovementComponent_10) Not registered. Aborting.
[2015.04.07-12.17.33:993][762]LogActorComponent: UnregisterComponent: (/Engine/Transient.CharMoveComp) Not registered. Aborting.
[2015.04.07-12.17.33:993][762]LogActorComponent: UnregisterComponent: (/Engine/Transient.AbilityController_0) Not registered. Aborting.
[2015.04.07-12.17.34:016][762]Cmd: MAP LOAD FILE="../../../../../../Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Maps/Lobby.umap" TEMPLATE=0 SHOWPROGRESS=1 FEATURELEVEL=3
[2015.04.07-12.17.34:017][762]LightingResults: New page: Lighting Build
[2015.04.07-12.17.34:037][762]LoadErrors: New page: Loading map: Lobby.umap
[2015.04.07-12.17.34:059][762]MapCheck: New page: Map Check
[2015.04.07-12.17.34:059][762]LightingResults: New page: Lighting Build
[2015.04.07-12.17.34:075][762]LogParticles: Destroying 0 GPU particle simulations for FXSystem 0x00000077C06179C0
[2015.04.07-12.17.34:082][762]LogParticles: Destroying 0 GPU particle simulations for FXSystem 0x00000077CFB42C00
[2015.04.07-12.17.34:083][762]LogEditorServer: Finished looking for orphan Actors (0.000 secs)
[2015.04.07-12.17.34:083][762]LogAIModule: Creating AISystem for world Lobby
[2015.04.07-12.17.34:106][762]Cmd: MAP CHECKDEP
[2015.04.07-12.17.34:107][762]MapCheck: New page: Lobby - Apr 8, 2015, 12:17:34 PM
[2015.04.07-12.17.34:222][762]MapCheck: Info Map check complete: 0 Error(s), 0 Warning(s), took 115.255ms to complete.
[2015.04.07-12.17.34:223][762]LogFileHelpers: Loading map 'Lobby' took 0.208
[2015.04.07-12.17.39:608][ 59]LogUObjectGlobals:Warning: Failed to find object 'Object None.'
[2015.04.07-12.17.39:608][ 59]LogUObjectGlobals:Warning: Failed to find object 'Object None.'
[2015.04.07-12.17.39:608][ 59]LogUObjectGlobals:Warning: Failed to find object 'Object None.'
[2015.04.07-12.17.39:609][ 59]LogUObjectGlobals:Warning: Failed to find object 'Object None.'
[2015.04.07-12.17.39:610][ 59]LogUObjectHash:Warning: Ambiguous search, could be K2Node_CallFunction /Game/Maps/Lobby.Lobby:PersistentLevel.Lobby.EventGraph.K2Node_CallFunction_3623 or K2Node_CallFunction /Engine/Transient.PROTO_BP_Blueprint_0:UserConstructionScript.K2Node_CallFunction_3623
[2015.04.07-12.17.39:610][ 59]LogUObjectHash:Warning: Ambiguous search, could be K2Node_CallFunction /Game/Maps/Lobby.Lobby:PersistentLevel.Lobby.EventGraph.K2Node_CallFunction_3623 or K2Node_CallFunction /Game/Menus/MainMenu.MainMenu:EventGraph.K2Node_CallFunction_3623
[2015.04.07-12.17.39:610][ 59]LogProperty:Warning: ObjectProperty /Script/Engine.EdGraphPin:LinkedTo.LinkedTo: unresolved reference to 'EdGraphPin'K2Node_CallFunction_3623.EdGraphPin_32381''
[2015.04.07-12.17.39:611][ 59]LogUObjectHash:Warning: Ambiguous search, could be K2Node_CallFunction /Game/Maps/Lobby.Lobby:PersistentLevel.Lobby.EventGraph.K2Node_CallFunction_3623 or K2Node_CallFunction /Engine/Transient.PROTO_BP_Blueprint_0:UserConstructionScript.K2Node_CallFunction_3623
[2015.04.07-12.17.39:611][ 59]LogUObjectHash:Warning: Ambiguous search, could be K2Node_CallFunction /Game/Maps/Lobby.Lobby:PersistentLevel.Lobby.EventGraph.K2Node_CallFunction_3623 or K2Node_CallFunction /Game/Menus/MainMenu.MainMenu:EventGraph.K2Node_CallFunction_3623
[2015.04.07-12.17.39:611][ 59]LogProperty:Warning: ObjectProperty /Script/Engine.EdGraphPin:LinkedTo.LinkedTo: unresolved reference to 'EdGraphPin'K2Node_CallFunction_3623.EdGraphPin_32379''
[2015.04.07-12.17.39:611][ 59]LogProperty:Warning: ObjectProperty /Script/Engine.EdGraphPin:LinkedTo.LinkedTo: unresolved reference to 'EdGraphPin'K2Node_Event_305.EdGraphPin_32419''
[2015.04.07-12.17.39:613][ 59]LogUObjectHash:Warning: Ambiguous search, could be K2Node_VariableSet /Game/Maps/Lobby.Lobby:PersistentLevel.Lobby.EventGraph.K2Node_VariableSet_861 or K2Node_VariableSet /Game/ThirdPersonBP/Blueprints/AbilityController.AbilityController:EventGraph.K2Node_VariableSet_861
[2015.04.07-12.17.39:613][ 59]LogProperty:Warning: ObjectProperty /Script/Engine.EdGraphPin:LinkedTo.LinkedTo: unresolved reference to 'EdGraphPin'K2Node_VariableSet_861.EdGraphPin_32403''
[2015.04.07-12.17.39:615][ 59]LogUObjectHash:Warning: Ambiguous search, could be K2Node_VariableSet /Game/Maps/Lobby.Lobby:PersistentLevel.Lobby.EventGraph.K2Node_VariableSet_861 or K2Node_VariableSet /Game/ThirdPersonBP/Blueprints/AbilityController.AbilityController:EventGraph.K2Node_VariableSet_861
[2015.04.07-12.17.39:615][ 59]LogProperty:Warning: ObjectProperty /Script/Engine.EdGraphPin:LinkedTo.LinkedTo: unresolved reference to 'EdGraphPin'K2Node_VariableSet_861.EdGraphPin_32407''
[2015.04.07-12.17.41:508][172]LogEditorTransaction: Undo Move Node
[2015.04.07-12.17.46:039][413]LogSlate:Warning: Prevented a slow task dialog from being summoned while a context menu was open
[2015.04.07-12.17.47:292][480]LogSlate:Warning: Prevented a slow task dialog from being summoned while a context menu was open
[2015.04.07-12.17.48:611][557]BlueprintLog: New page: Pre-PIE auto-recompile
[2015.04.07-12.17.48:612][557]LogPlayLevel: [PIE] Compiling Lobby before PIE...
[2015.04.07-12.17.48:676][557]LogPlayLevel: PIE:  Blueprint regeneration took 65 ms (1 blueprints)
[2015.04.07-12.17.48:676][557]PIE: New page: PIE session: Lobby (Apr 8, 2015, 12:17:48 PM)
[2015.04.07-12.17.48:680][557]LogPlayLevel: PIE: StaticDuplicateObject took: (0.003022s)
[2015.04.07-12.17.48:680][557]LogPlayLevel: PIE: World Init took: (0.000423s)
[2015.04.07-12.17.48:680][557]LogPlayLevel: PIE: Created PIE world by copying editor world from /Game/Maps/Lobby.Lobby to /Game/Maps/UEDPIE_0_Lobby.Lobby (0.003561s)
[2015.04.07-12.17.48:731][557]LogWorld: Game class is 'GameMode'
[2015.04.07-12.17.48:733][557]LogAIModule: Creating AISystem for world Lobby
[2015.04.07-12.17.48:734][557]LogWorld: Bringing World /Game/Maps/UEDPIE_0_Lobby.Lobby up for play (max tick rate 60) at 2015.04.08-00.17.48
[2015.04.07-12.17.48:735][557]LogWorld: Bringing up level for play took: 0.000922
[2015.04.07-12.17.48:735][557]LogGameMode: Warning - PATHS NOT DEFINED or NO PLAYERSTART with positive rating
[2015.04.07-12.17.48:739][557]PIE: Info Play in editor start time for /Game/Maps/UEDPIE_0_Lobby 0.952
[2015.04.07-12.17.48:768][557]LogRenderer:Warning: Reallocating scene render targets to support 1128x656 (Frame:357).
[2015.04.07-12.17.52:544][774]LogParticles: Destroying 0 GPU particle simulations for FXSystem 0x00000077CE90AC00
[2015.04.07-12.17.56:894][ 34]LogContentBrowser:Verbose: The content browser source was changed by the sources view to '/Game/Menus'
[2015.04.07-12.18.01:271][279]BlueprintLog: New page: Compile LobbyWidget
[2015.04.07-12.18.01:352][279]LogParticles: Destroying 0 GPU particle simulations for FXSystem 0x00000077D9A496C0
[2015.04.07-12.18.01:353][279]BlueprintEditorCompileResults: Info [0394.40] Compile of LobbyWidget successful! [in 81 ms]
[2015.04.07-12.18.02:058][315]Cmd: OBJ SAVEPACKAGE PACKAGE="/Game/Menus/LobbyWidget" FILE="../../../../../../Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Menus/LobbyWidget.uasset" SILENT=true
[2015.04.07-12.18.02:076][315]LogSavePackage: Save=15.370681ms
[2015.04.07-12.18.02:076][315]LogSavePackage: Moving '../../../../../../Users/Mike/Desktop/prototype 3/Mayhem3d/Saved/LobbyWidget9266EC9B4F8E9D04EFA2E2B627C0D2BB.tmp' to '../../../../../../Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Menus/LobbyWidget.uasset'
[2015.04.07-12.18.04:675][458]Cmd: OBJ SAVEPACKAGE PACKAGE="/Game/Maps/Lobby" FILE="../../../../../../Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Maps/Lobby.umap" SILENT=true AUTOSAVING=false KEEPDIRTY=false
[2015.04.07-12.18.04:761][458]LogSavePackage: Save=58.354874ms
[2015.04.07-12.18.04:761][458]LogSavePackage: Moving '../../../../../../Users/Mike/Desktop/prototype 3/Mayhem3d/Saved/Lobby1DF2B30143D10CA01A4FF8804486EF2F.tmp' to '../../../../../../Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Maps/Lobby.umap'
[2015.04.07-12.18.05:357][488]BlueprintLog: New page: Pre-PIE auto-recompile
[2015.04.07-12.18.05:357][488]LogPlayLevel: [PIE] Compiling Lobby before PIE...
[2015.04.07-12.18.05:419][488]LogPlayLevel: PIE:  Blueprint regeneration took 62 ms (1 blueprints)
[2015.04.07-12.18.05:419][488]PIE: New page: PIE session: Lobby (Apr 8, 2015, 12:18:05 PM)
[2015.04.07-12.18.05:423][488]LogPlayLevel: PIE: StaticDuplicateObject took: (0.003421s)
[2015.04.07-12.18.05:424][488]LogPlayLevel: PIE: World Init took: (0.000432s)
[2015.04.07-12.18.05:424][488]LogPlayLevel: PIE: Created PIE world by copying editor world from /Game/Maps/Lobby.Lobby to /Game/Maps/UEDPIE_0_Lobby.Lobby (0.004000s)
[2015.04.07-12.18.05:458][488]LogWorld: Game class is 'GameMode'
[2015.04.07-12.18.05:460][488]LogAIModule: Creating AISystem for world Lobby
[2015.04.07-12.18.05:460][488]LogWorld: Bringing World /Game/Maps/UEDPIE_0_Lobby.Lobby up for play (max tick rate 60) at 2015.04.08-00.18.05
[2015.04.07-12.18.05:461][488]LogWorld: Bringing up level for play took: 0.000786
[2015.04.07-12.18.05:463][488]PIE: Info Play in editor start time for /Game/Maps/UEDPIE_0_Lobby -0.324
[2015.04.07-12.18.12:391][893]LogParticles: Destroying 0 GPU particle simulations for FXSystem 0x00000077D867A160
[2015.04.07-12.19.02:520][880]LogUObjectGlobals:Warning: Failed to find object 'Object None.'
[2015.04.07-12.19.02:520][880]LogUObjectGlobals:Warning: Failed to find object 'Object None.'
[2015.04.07-12.19.02:522][880]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_6:LobbyWidget_C_4.WidgetTree_52.CanvasPanel_107 or CanvasPanel /Game/Menus/LobbyWidget.LobbyWidget_C:WidgetTree_51.CanvasPanel_107
[2015.04.07-12.19.02:522][880]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_6:LobbyWidget_C_4.WidgetTree_52.CanvasPanel_107 or CanvasPanel /Game/Menus/LobbyWidget.SKEL_LobbyWidget_C:WidgetTree_50.CanvasPanel_107
[2015.04.07-12.19.02:522][880]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_6:LobbyWidget_C_4.WidgetTree_52.CanvasPanel_107 or CanvasPanel /Engine/Transient.REINST_SKEL_LobbyWidget_C_17:WidgetTree_39.CanvasPanel_107
[2015.04.07-12.19.02:522][880]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_6:LobbyWidget_C_4.WidgetTree_52.CanvasPanel_107 or CanvasPanel /Engine/Transient.World_6:LobbyWidget_C_3.WidgetTree_49.CanvasPanel_107
[2015.04.07-12.19.02:522][880]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_6:LobbyWidget_C_4.WidgetTree_52.CanvasPanel_107 or CanvasPanel /Game/Menus/LobbyWidget.LobbyWidget_C:WidgetTree_48.CanvasPanel_107
[2015.04.07-12.19.02:522][880]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_6:LobbyWidget_C_4.WidgetTree_52.CanvasPanel_107 or CanvasPanel /Game/Menus/LobbyWidget.LobbyWidget_C:WidgetTree_46.CanvasPanel_107
[2015.04.07-12.19.02:522][880]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_6:LobbyWidget_C_4.WidgetTree_52.CanvasPanel_107 or CanvasPanel /Game/Menus/LobbyWidget.SKEL_LobbyWidget_C:WidgetTree_39.CanvasPanel_107
[2015.04.07-12.19.02:522][880]LogUObjectHash:Warning: Ambiguous search, could be CanvasPanel /Engine/Transient.World_6:LobbyWidget_C_4.WidgetTree_52.CanvasPanel_107 or CanvasPanel /Game/Menus/LobbyWidget.LobbyWidget:WidgetTree_27.CanvasPanel_107
[2015.04.07-12.19.02:522][880]LogProperty:Warning: Illegal TEXT reference to a private object in external package (CanvasPanelSlot /Engine/Transient.World_6:LobbyWidget_C_4.WidgetTree_52.CanvasPanel_107.CanvasPanelSlot_195) from referencer (Button /Engine/UMG/Editor/Transient.Button_168).  Import failed...
[2015.04.07-12.19.02:522][880]LogProperty:Warning: ObjectProperty /Script/UMG.Widget:Slot: unresolved reference to 'CanvasPanelSlot'CanvasPanel_107.CanvasPanelSlot_195''
[2015.04.07-12.19.06:004][ 78]LogEditorTransaction: Undo Move Widget
[2015.04.07-12.20.43:265][705]LogEditorTransaction: Undo Add Widget
[2015.04.07-12.21.19:888][781]Warning: Unable to find function null in object null for delegate (found class: Image)
[2015.04.07-12.23.00:052][682]LogUObjectGlobals:Warning: Failed to find object 'Object None.'
[2015.04.07-12.23.00:052][682]LogUObjectGlobals:Warning: Failed to find object 'Object None.'
[2015.04.07-12.23.00:714][718]LogUObjectGlobals:Warning: Failed to find object 'Object None.'
[2015.04.07-12.23.00:714][718]LogUObjectGlobals:Warning: Failed to find object 'Object None.'
[2015.04.07-12.23.01:557][765]LogUObjectGlobals:Warning: Failed to find object 'Object None.'
[2015.04.07-12.23.01:558][765]LogUObjectGlobals:Warning: Failed to find object 'Object None.'
[2015.04.07-12.23.02:521][819]LogUObjectGlobals:Warning: Failed to find object 'Object None.'
[2015.04.07-12.23.02:521][819]LogUObjectGlobals:Warning: Failed to find object 'Object None.'
[2015.04.07-12.23.03:267][860]LogUObjectGlobals:Warning: Failed to find object 'Object None.'
[2015.04.07-12.23.03:267][860]LogUObjectGlobals:Warning: Failed to find object 'Object None.'
[2015.04.07-12.23.03:746][885]LogUObjectGlobals:Warning: Failed to find object 'Object None.'
[2015.04.07-12.23.03:747][885]LogUObjectGlobals:Warning: Failed to find object 'Object None.'
[2015.04.07-12.23.04:223][910]LogUObjectGlobals:Warning: Failed to find object 'Object None.'
[2015.04.07-12.23.04:223][910]LogUObjectGlobals:Warning: Failed to find object 'Object None.'
[2015.04.07-12.26.53:929][419]LogEditorTransaction: Undo Edit Size Rule
[2015.04.07-12.28.06:837][632]LogParticles: Destroying 0 GPU particle simulations for FXSystem 0x00000077D4B0D8A0
[2015.04.07-12.28.06:837][632]LogFileHelpers: Editor autosave (incl. sublevels) for '/Game/Maps/Lobby' took 0.048
[2015.04.07-12.28.06:889][632]OBJ SavePackage: Generating thumbnails for [0] asset(s) in package [/Game/Menus/LobbyWidget] ([1] browsable assets)...
[2015.04.07-12.28.06:935][632]OBJ SavePackage: Finished generating thumbnails for package [/Game/Menus/LobbyWidget]
[2015.04.07-12.28.06:939][632]Cmd: OBJ SAVEPACKAGE PACKAGE="/Game/Menus/LobbyWidget" FILE="../../../../../../Users/Mike/Desktop/prototype 3/Mayhem3d/Saved/Autosaves/Game/Menus/LobbyWidget_Auto1.uasset" SILENT=false AUTOSAVING=true
[2015.04.07-12.28.07:085][632]LogSavePackage: Save=138.972900ms
[2015.04.07-12.28.07:085][632]LogSavePackage: Moving '../../../../../../Users/Mike/Desktop/prototype 3/Mayhem3d/Saved/LobbyWidget_Auto1C111EA614F64EC8DE0542AA6AD78F076.tmp' to '../../../../../../Users/Mike/Desktop/prototype 3/Mayhem3d/Saved/Autosaves/Game/Menus/LobbyWidget_Auto1.uasset'
[2015.04.07-12.28.07:091][632]LogFileHelpers: Auto-saving content packages took 0.253
[2015.04.07-12.28.38:788][495]LogEditorTransaction: Undo Move Widget
[2015.04.07-12.28.38:791][495]LogWindows:Error: Windows GetLastError: The operation completed successfully. (0)
[2015.04.07-12.28.38:796][495]LogCrashTracker: 


[2015.04.07-12.28.42:046][495]LogCrashTracker: 


[2015.04.07-12.28.42:046][495]LogWindows: === Critical error: ===
Assertion failed: IsValid() [File:D:\BuildFarm\buildmachine_++depot+UE4-Releases+4.7\Engine\Source\Runtime\Core\Public\Templates\SharedPointer.h] [Line: 658] 



KERNELBASE.dll!UnknownFunction (0x00007fff58cf606c) + 0 bytes [UnknownFile:0]
UE4Editor-Core.dll!FOutputDeviceWindowsError::Serialize() (0x00007fff2b358014) + 0 bytes [d:\buildfarm\buildmachine_++depot+ue4-releases+4.7\engine\source\runtime\core\private\windows\windowsplatformoutputdevices.cpp:95]
UE4Editor-Core.dll!FOutputDevice::Logf__VA() (0x00007fff2b1d7818) + 159 bytes [d:\buildfarm\buildmachine_++depot+ue4-releases+4.7\engine\source\runtime\core\private\misc\outputdevice.cpp:144]
UE4Editor-Core.dll!FDebug::AssertFailed() (0x00007fff2b1b8b17) + 62 bytes [d:\buildfarm\buildmachine_++depot+ue4-releases+4.7\engine\source\runtime\core\private\misc\outputdevice.cpp:224]
UE4Editor-UMG.dll!UButton::SynchronizeProperties() (0x00007fff29e01251) + 82 bytes [d:\buildfarm\buildmachine_++depot+ue4-releases+4.7\engine\source\runtime\umg\private\components\button.cpp:52]
UE4Editor-UMG.dll!UWidget::PostEditChangeProperty() (0x00007fff29de106a) + 12 bytes [d:\buildfarm\buildmachine_++depot+ue4-releases+4.7\engine\source\runtime\umg\private\components\widget.cpp:394]
UE4Editor-CoreUObject.dll!UObject::PostEditUndo() (0x00007fff2ea2922e) + 0 bytes [d:\buildfarm\buildmachine_++depot+ue4-releases+4.7\engine\source\runtime\coreuobject\private\uobject\obj.cpp:375]
UE4Editor-UnrealEd.dll!FTransaction::Apply() (0x00007fff23279d93) + 12 bytes [d:\buildfarm\buildmachine_++depot+ue4-releases+4.7\engine\source\editor\unrealed\private\editortransaction.cpp:292]
UE4Editor-UnrealEd.dll!UTransBuffer::Undo() (0x00007fff232ce80a) + 0 bytes [d:\buildfarm\buildmachine_++depot+ue4-releases+4.7\engine\source\editor\unrealed\private\editortransaction.cpp:620]
UE4Editor-Kismet.dll!TBaseSPMethodDelegateInstance<0,FBlueprintEditor,0,TTypeWrapper<void> __cdecl(void)>::Execute() (0x00007fff29250751) + 32 bytes [d:\buildfarm\buildmachine_++depot+ue4-releases+4.7\engine\source\runtime\core\public\delegates\delegateinstancesimpl_variadics.inl:282]
